sentence	sentence_id	locale	reason
tugʼilmoq toledir, biroq	3a8dc83281f3be1940ab44bd159163db98aec7078f70a7af688deb2897935dcd	uz	grammar-or-spelling
inson jismidan manfaat talab qiluvchilar	3cf3a3a76f7c10d90a76802a591feb03585e607753677cb9f87c0ac51f34e861	uz	grammar-or-spelling
shu darajada ambitsiyali loyiha ediki	37b934bedcd080fafe7ff7f67d741a8edef2ebf4e39cbece254c2fa702bd0cbd	uz	grammar-or-spelling
yoki rostdanam amerikaliklarning yarmini aqliy salomatlik tark etgan	3bf257b779ca0c9b946ea47f5fbe9e9915fb838eed5a9848330f8fc38944d337	uz	grammar-or-spelling
Boshqa eshikda shuncha sarg`aygani etar	3d44ac8a31ef532060e1495b823fe0ea3301e796630daf769bd6bc46322119b1	uz	grammar-or-spelling
Kelinga nima devding	380f1f060e8fb9162c8ba1f4dc96c9d4ccfa6a8dfea7a8522d4853bf15a7df76	uz	grammar-or-spelling
“...Oʻtgan yili qishloqqa borsam, “mazza boʻp qoldi bizaga” deyishdi qishloqdoshlar.	3b59b0356c3b8d5d50a0f6626bfdd260a3d1523834b0a3a3e9c2da4a478a7278	uz	grammar-or-spelling
Русский	3d54e8335aa75282eb36f2c860c851b40b9f26f480e9cf1f3f7c55ce29311d69	uz	different-language
Onasi esa.	3dd28cc60bb7c54f68e6213eabb944879f640f25be6ab9447e7fc5b652c62f80	uz	grammar-or-spelling
bu muammoning yechimiga yordam berishi mumkin.	3ae72c3ada4d0a6c72f0d71ac776216a456c88d5b06d387032e94e0dd99a85ea	uz	grammar-or-spelling
— chunki qoplama tasodifan dengiz yoki daryoga tushib qolsa ham atrof-muhitga ziyon yetkazmasligi kerak.	366d57c6c49ea901db2974ada6f40bf8eae11745d2608ef3553b489dd80780ab	uz	grammar-or-spelling
«ko‘zga ko‘rinmaydigan»lari – hisobotlarda kamdan-kam tilga olinadiganlari bor.	3b766adcca9ff5af89e0edb5521739ed6992f917d6d576b1fa29e4112af7eb92	uz	grammar-or-spelling
Saqlab qolishga muaffaq boʻldik.	3c29bd674d4ff26244d5c732cabbdf33051951f5ecc7128b7dd30136c51aad43	uz	grammar-or-spelling
va bu ularni faqat orqaga tortadi.	3d907b1c859cc9963884babebc1c8722b8c01afbf84c67d87a7da4128de8e39e	uz	grammar-or-spelling
Domain olish uchun Siz avvalroq hech kim tomonidan ro’yxatga olinmagan domain ismni tanlashingiz	3de46781264aff9b13fa3876ba55d430f45705b4cd65d5f8a3e1be6df9cc0ee3	uz	different-language
Tupurding roʻyi haqgʻa, yaʻni roʻyi-ahli urfona	3bf1841a3908d74b19160bfcca7c9a474eb6e75bbd367e3ad5c3773b3b30cc22	uz	difficult-pronounce
“Doimiy propiska qilish” tushunchasi boshqasiga almashtirilading	38b2d357a3c302d2f693db87b3619d726a0cf4d259603d848acfe94063294492	uz	grammar-or-spelling
ovqatlangani kelinglar!” deyish o‘rniga “Ovqat stolda!”, deb ayting.	3cdd49f831b2b5fa96811ec4bbd4fe0c14488841839db54363c1e7ae1469b669	uz	grammar-or-spelling
"professional yo'l politsiyasiga aylanadi ;"	3d87f7f45cc757d9a99aad9937fec9286e232f0efcbe8d58c67aa0e0571226b4	uz	grammar-or-spelling
Oqbatda meni maktabga bermadilar.	3ccf6c10707f7c83d2d54ecafa0c330a1cfccafff8c5eaf972041873df06f768	uz	grammar-or-spelling
Qo‘l barmoq izlari o‘g‘rini fosh etding	3bf62ad2771b7583eec8885c868e7b6509234bf654af32fbb2006208fc0d0ef1	uz	grammar-or-spelling
Yuristlar malakasini oshirish markazi va “Mintaqaviy muloqot” tashkiloti hamkorlik qilading	3b518ffb21ae8f6e8d38333d692890f810cf3973a8bc61418b5c0225a0a9bbf5	uz	grammar-or-spelling
va endi ularga qarshi kurashish qiyin bo‘lib qoldi.	3dc2a2f3aeaddca3ecbd61a7fe2139bd52715fce57b50e3883febfc9f18a0363	uz	grammar-or-spelling
Qutulmoqning	3b03a0d5bcb5378fbf1a9611a89c05c0f51266f8115a83d625003762e1bc10cf	uz	grammar-or-spelling
Boshqa eshikda shuncha sarg`aygani etar	3d44ac8a31ef532060e1495b823fe0ea3301e796630daf769bd6bc46322119b1	uz	grammar-or-spelling
oxirgi tadqiqotlar antibiotiklarning viruslarga ta’siri go‘yo S vitaminining ta’siri kabiligi aniqladi	3df53d59f9e04563df9b6b6b78b8cc9eb979e896d8169f57f5eaff7ddfcf91f0	uz	grammar-or-spelling
Haq bula turib ham tuxtadim kulib	3eb10be4828cc5319615049482c12963b6f5df6cb8837365aaa1f0c6fd9fa773	uz	grammar-or-spelling
Yo`lga chiqqan paytimdagi yolg`onchi o`yxayollarimni ichichimdan lan`atladim	3b4edcdd364a3568ac672427bd41e66ae142b89e42febbf4b9f592c1a5969a11	uz	grammar-or-spelling
Nahotki shunchalar sevadilar-ki	3f177ae5a111e641faed607922f73c0f0590bc9e8f174030d47ea54bde75e24d	uz	grammar-or-spelling
"ʙўlişica ma'lum qoida parlamentning ʙirinci nizomida jozilgan"	3edeead1f0623bcc29062456ec2ff2ee08d8a5f64b466c69c7180464c1c99225	uz	grammar-or-spelling
"Umid qiliʙ qolamiz, Andy sajlanadigan deputatlarimiz vazirlarga qilişmajdi so'rab..."	3d12e7c379ab59c9d75765d70626f5108185743c2a63f46b1d7c0bed216184be	uz	different-language
"Umid qiliʙ qolamiz, Andy sajlanadigan deputatlarimiz vazirlarga qilişmajdi so'rab..."	3d12e7c379ab59c9d75765d70626f5108185743c2a63f46b1d7c0bed216184be	uz	grammar-or-spelling
"Bizga, byudjet jirik davlatlarning nisbatan kicik davlatlarga nisbatan o'zgaruvchan tahdidiga javob beradi ""Appr"	346673b776e5c19862c7bd9fd7feebb8e1a7c67db52851c60af3217eb0482ef0	uz	grammar-or-spelling
uz sajtini jўlga qўjiş ustida kamaytirish oliʙ ʙorişajotganiini kўrsatiş	3df2eaf4013c6062b939b8df4e4352b45673be75ba95f554e185b91389e8f887	uz	grammar-or-spelling
uz sajtini jўlga qўjiş ustida kamaytirish oliʙ ʙorişajotganiini kўrsatiş	3df2eaf4013c6062b939b8df4e4352b45673be75ba95f554e185b91389e8f887	uz	different-language
Oldi mudhish tus.	41a3cb19583d9cf1c806f2f09788bb6833b223d76671fb962667920f29252b7e	uz	grammar-or-spelling
"Umid qiliʙ qolamiz, Andy sajlanadigan deputatlarimiz vazirlarga qilişmajdi so'rab..."	3d12e7c379ab59c9d75765d70626f5108185743c2a63f46b1d7c0bed216184be	uz	grammar-or-spelling
"ʙўlişica ma'lum qoida parlamentning ʙirinci nizomida jozilgan"	3edeead1f0623bcc29062456ec2ff2ee08d8a5f64b466c69c7180464c1c99225	uz	grammar-or-spelling
"ʙўlişica ma'lum qoida parlamentning ʙirinci nizomida jozilgan"	3edeead1f0623bcc29062456ec2ff2ee08d8a5f64b466c69c7180464c1c99225	uz	different-language
O‘smirlar va kattaroqlar liboslar bor.	3ff1c20834d7cfeb4334d10375b762a36dd1a7058a709aebbee5adde620cc923	uz	grammar-or-spelling
Militsiarder...	3db9f5bceda4b3822d2985edf4d3c813986ee30a06024188815f3b577baab49d	uz	grammar-or-spelling
Yiroklarda koldi	40ee2ed4387948dbef1b2cc49975ea33f9f7dc8dff8faba0dcdd2846e97e6646	uz	grammar-or-spelling
Yuristlar malakasini oshirish markazi va “Mintaqaviy muloqot” tashkiloti hamkorlik qilading	3b518ffb21ae8f6e8d38333d692890f810cf3973a8bc61418b5c0225a0a9bbf5	uz	grammar-or-spelling
Mazkur toponim Kuna va zey – namlik, namli joy sifatida izohlanadi.	4102717dcb12b7aefbbf5869c248113ebe97e5dddd2c878b0bfe35859a8670e7	uz	grammar-or-spelling
yoki rostdanam amerikaliklarning yarmini aqliy salomatlik tark etgan	3bf257b779ca0c9b946ea47f5fbe9e9915fb838eed5a9848330f8fc38944d337	uz	grammar-or-spelling
Uni olovni hech so’ndirolmasdi.	40361a6cec546073db80f8afc41465fc94fae0c4a3a3f364ce417e5455ffe971	uz	grammar-or-spelling
"ʙўlişica ma'lum qoida parlamentning ʙirinci nizomida jozilgan"	3edeead1f0623bcc29062456ec2ff2ee08d8a5f64b466c69c7180464c1c99225	uz	grammar-or-spelling
"ʙўlişica ma'lum qoida parlamentning ʙirinci nizomida jozilgan"	3edeead1f0623bcc29062456ec2ff2ee08d8a5f64b466c69c7180464c1c99225	uz	different-language
O‘zbekistonda xorijiy oliy ta’lim tashkilotlari soni so‘nggiuchyilda ikki barobar oshdi	42c81dfc3ba5997bd4ae448a36b0b1e5799bdefcf83d55e63c7fdb0dbce4b7d2	uz	grammar-or-spelling
Endi men ham senga ugilmanmi ayt?	41b6341591d559eed5560d20e1b98234e7939c05e22390acb2c5278f1f045c15	uz	grammar-or-spelling
voqelik «tomirini ushlab turadigan» avlod qodir.	4396e9551186426c817784201defb6c66f523e4bbbb0a381a75187ac9ebdcd26	uz	grammar-or-spelling
Ja nari borsa, ikki-uch shapaloq yeb qutulib ketardim	420dc73a9d3a89de35de7ceb812f4def2e278ea680b35f32f0ce5f9af7f0a3c9	uz	grammar-or-spelling
va ularni qo‘llab-quvvatlash uchun mas’ul bo‘lgan davlat organlari ro‘yxati	4103094cdeee5c0d0e63591dbf770b7d95071f68856cb136669e6866f17d16a2	uz	grammar-or-spelling
Ammo har doim ular to‘lqinlardan omon chiqib	43082251084024a9c229ecfe3503a0726cfc80d5595ff7c89e1b33e6d9b57914	uz	grammar-or-spelling
biroq asosiy tamoyillari – o‘zgarmas.	42da9d2bee29f620615562a2105cb479059ce196c50cd099d7a85fbba8ffb073	uz	grammar-or-spelling
Lekin byudjet Erga kўzing kўk ʙўlmagani Gozel seni tўxtatişadi	3bc3a7d33a3be9a49dea7909a1071b3dc5340503adf817680f386241c8373d30	uz	grammar-or-spelling
Lekin byudjet Erga kўzing kўk ʙўlmagani Gozel seni tўxtatişadi	3bc3a7d33a3be9a49dea7909a1071b3dc5340503adf817680f386241c8373d30	uz	different-language
Kasbdoshlariga o‘rnak ekskvatorching	3c2bfa73aa5500ede203b0ece1217971c1fb09cb8d84aeefe4cd5cd240982c77	uz	grammar-or-spelling
"zudlik bilan yangi avlodni — ongli, '"	4379b47595d7ba5551722b66f8f6a52716f70ed921d1164aee47a55dc49a4be2	uz	grammar-or-spelling
Hozir og`iz ochamiz, dedi onasi, avval bir nechta xurmo eb, ozgina suv ichamiz	4381383c21cfa1854e3447224ff88e04d7dfaa3b053acc7153a84c65efb3dd27	uz	grammar-or-spelling
insoniyat tomonidan necha ming yillar davomida yaratilgan qadriyat va an’analar	42e71e3b699e2070832e0363fff1d3dd015cd6e9707d82126e53239140906a82	uz	grammar-or-spelling
Ortiq bir og`iz ham so`z eshitmay, ko`chaga yugurdim	43d0692eb51e88801e742ed9b0f3ea7b6e38598c42d8f2f913e0ba7462e580ee	uz	Mikrofon yoqilmagan dep turubdi sozlamalarda ruxsat berilgan sayitlaring qabul qilmayapdi
U odam yaxshilikka yaxshi emish, ammo ikki yetimn or, qizim, nima qilasan?	42e303d147dda30e5030c9887f5398b23fd1d58c584212f4b2a0673e2ab3b874	uz	grammar-or-spelling
❖	4364802ebaaa299bc842824ea21cac49df76a662e83e3eaec4b293153dd2aa9a	uz	"qandaydir belgi matn yo'q ekan"
Qalban, ruhan	4481138427d076dc31e4985005a58d320284b2bd6a6933db6220bd5e733211a9	uz	grammar-or-spelling
uz sajtini jўlga qўjiş ustida kamaytirish oliʙ ʙorişajotganiini kўrsatiş	3df2eaf4013c6062b939b8df4e4352b45673be75ba95f554e185b91389e8f887	uz	different-language
Union ƶoziʙadorligi vs tahdidlar	44df49a55ab62b623847186339736ce7a0101ea76ff8ea01255de647cb19eb0d	uz	grammar-or-spelling
Union ƶoziʙadorligi vs tahdidlar	44df49a55ab62b623847186339736ce7a0101ea76ff8ea01255de647cb19eb0d	uz	different-language
Union ƶoziʙadorligi vs tahdidlar	44df49a55ab62b623847186339736ce7a0101ea76ff8ea01255de647cb19eb0d	uz	different-language
Baribir tilingga bo‘lolgin sobir.	440a10a7a868e910d688740bd296d0bc3e12a6b4d22657b7bf6627fbffa68869	uz	grammar-or-spelling
❖	4364802ebaaa299bc842824ea21cac49df76a662e83e3eaec4b293153dd2aa9a	uz	grammar-or-spelling
"ʙўlişica ma'lum qoida parlamentning ʙirinci nizomida jozilgan"	3edeead1f0623bcc29062456ec2ff2ee08d8a5f64b466c69c7180464c1c99225	uz	grammar-or-spelling
"ʙўlişica ma'lum qoida parlamentning ʙirinci nizomida jozilgan"	3edeead1f0623bcc29062456ec2ff2ee08d8a5f64b466c69c7180464c1c99225	uz	different-language
Balki majnuntolning norasida novdasiga mengzashar: juda halim so‘zlaydi, deb	43e48338e37d0d9e8775f325f6ce60ba96f84bd673f758366580bd0d2e91d1a8	uz	grammar-or-spelling
Lekin byudjet Erga kўzing kўk ʙўlmagani Gozel seni tўxtatişadi	3bc3a7d33a3be9a49dea7909a1071b3dc5340503adf817680f386241c8373d30	uz	different-language
"Umid qiliʙ qolamiz, Andy sajlanadigan deputatlarimiz vazirlarga qilişmajdi so'rab..."	3d12e7c379ab59c9d75765d70626f5108185743c2a63f46b1d7c0bed216184be	uz	grammar-or-spelling
— aktual problemalar bo‘lmoqtsa. Burjua va revizionistik ideologiyaga qarshi murosasiz kurash masalalari	4445a3188e198881c9b676f23e639ce30e8e360f61735fb01e871a103ca19f46	uz	grammar-or-spelling
uz sajtini jўlga qўjiş ustida kamaytirish oliʙ ʙorişajotganiini kўrsatiş	3df2eaf4013c6062b939b8df4e4352b45673be75ba95f554e185b91389e8f887	uz	different-language
Superliga	4b5948a09687d3fb83da9e99dfed4bd18461c534b7b1b2ef584c8e46c91d2413	uz	grammar-or-spelling
Lekin byudjet Erga kўzing kўk ʙўlmagani Gozel seni tўxtatişadi	3bc3a7d33a3be9a49dea7909a1071b3dc5340503adf817680f386241c8373d30	uz	grammar-or-spelling
Ko’kda ismat	4a476552c39a409965c5cb8e2f00c9d6cff11a49116f85ef6c2a18b39ae95ed3	uz	grammar-or-spelling
…Qo‘llarida qaysidir bir kun	4b7959e558ad79b26a83163571b3a14dd335481bc4067ee8d77e3c8caa7ab6c3	uz	grammar-or-spelling
posttotalitar sharoitlarda paydo bo‘ladigan aniq siyosiy kuch mustaqil paydo bo‘ladigan	4b3aedb29b48c4010bbf820b5602ab0b32d0f88df2a35ec1250373ab3dc89c9f	uz	grammar-or-spelling
O‘rta Yer dengizidagi kuchli to‘lqinlar kemalarini to‘zitib yuborgan,.	4ad829b9fbed9cb44680bf452bae3e669205fdd2f70df69675ef2ac1510e03ab	uz	grammar-or-spelling
Bir jabhada kelib duch	4af5821098eb86d58db0b3dd4dfb3e489981048d55330e2e0c7ed4257df9a1e8	uz	grammar-or-spelling
Hayotning saslari goʻshimda koʻb faryod shaklinda	42c0338ea63779417d05824c87985ef9ddf3a1d4f051120d2a6650d2648da297	uz	grammar-or-spelling
Русский	3d54e8335aa75282eb36f2c860c851b40b9f26f480e9cf1f3f7c55ce29311d69	uz	grammar-or-spelling
Bu manzilgoh devorlarida uning go’zalligi	47210690d046374bd664909650336a73394adc1f708ed647484a5c2454a9f6fe	uz	grammar-or-spelling
"biroq bir oz katta bo‘lgach, nima yozayotganliklarini hech kim ko'rishini istamaydi."	48bf5fe204099f0d0e502140fa4cbb726d3c0b272344c56764224218288e7e64	uz	grammar-or-spelling
zarur bo‘lgan ma’lumotlarning har bir o‘zgarishi to‘g‘risida	4bb1bcdef1d5a07dac1196df2df6d39d038fb0f1f670b1b65f9ba8f5f67d6762	uz	grammar-or-spelling
Mardman deganlar boshqa	4bca55c8693f26030e0cc02b92b5bd751284f3ad2b93b07bfe87b105959d9056	uz	grammar-or-spelling
"Boshlang'ich makgabdagi jajji jafokash Yilmaz ulg'ayib, bir azamatga aylangandi."	4bd0b88b1b186c10f2dfe91c6ee515c1057c37f9e7eeb3d513c2c5b80b164478	uz	grammar-or-spelling
Ko‘nglimning imorati	4a31648a61d546fdd4ddb66e7bb6f6ddddda514d261794641bafe563136472a9	uz	grammar-or-spelling
tiniq tortar	4bc3e5b2937ad12481cd1afe11866ccf4fab8537c6875af30c1a03fec9a70092	uz	grammar-or-spelling
Men uning uyiga borib, bafurja x`amma gapni tushuntirb berdim	4bd315241439deda3fb5eae66a38877c24211d3bdcc77b0e883af6f2c70cb946	uz	grammar-or-spelling
Bir umr yorining	4bea77670c475bced87213b7a4a0ee93f35d62c6ba71e564bbdf5bdb31d80f9b	uz	grammar-or-spelling
uning o‘rni tshldirilmasin – yengiltakligining oqibati uchun javob bersin.	474e7520d812293c2e4078aa608f8e691c6b0c6626d598871f45aaf6cecae3be	uz	grammar-or-spelling
aslida cheksiz Koinot kengliklariga transsendent aloqasi borligi bildirilyapti.	4b206ef0d3501ff2858a356bf299022aec903488c94813941d1f2bbc7b3567fd	uz	grammar-or-spelling
Quyoshga talpinganday	4b8803eaf5900dbef40e5172f11344d7d95639b7f1d272d4311e0440967d0a24	uz	grammar-or-spelling
Yuk mashinasini test-drayv qilgandan so‘ng Berdimuhamedov o‘z taassurotlari bilan o‘rtoqlashdi	476f3663b65ffe993345197beed9d8c6b6af94909a66cefc7064b87761b0b4dc	uz	grammar-or-spelling
milodning uchinchi asrigacha chop qilingan	4b5f938f8b5f48441e54c46e811d91aabeea5ee475d88c8af54388c17f0ecaaa	uz	grammar-or-spelling
Bunda mahsulot o‘ramasini zudlik bilan o‘zgartirishga, narxni moslashtirish kerak.	4b196908d42bc29f0ae311dd47dfa95616bfa8c3c981896b33c64cea7511edb2	uz	grammar-or-spelling
Lekin ne dardlari borligini aytqolmasdilar.	48d3cb08935faad43e5126c4fb7beca564f5a82c320d918016982df423cf6421	uz	grammar-or-spelling
yer unga faqat bugun emas — ertaga ham kerak bo‘lishini biladi.	4bd8b163ab619a063c029c0ffe89287ff50583451f8519ee99b654ff6ce51035	uz	grammar-or-spelling
Ular bizni	49feb7563089cd1c30a0e5dc4f642e2ff77516d8e7b87454fa377ae3103b8ce1	uz	grammar-or-spelling
Uning mahzunligini ko`rgan donishmand	47a214af9317cd76fb2e48599e7e0200d61bc4f277a6482deb3d084ce4c79eb2	uz	grammar-or-spelling
Bu yerda, albatta, ekstralingvistik omillardan biri bo‘lgan geografik omilning mavjudligini ta’kidlash shart.	4589c21745e8c4a4d43591f71f1d4a85c10c7851f02512c030000ae554b3aa85	uz	grammar-or-spelling
biroq seni qo‘ldan kelgancha tushunishga harakat qilaman?”	4aa0025ee017bc44ca1ed9b1aec6f42e31b9ec53f541b841718648d1078f4a7d	uz	grammar-or-spelling
"hatto ba'zan ovqatlanishga ham vaqt topolmasliklarini"	4bfe2a5655ede1f1ad3f4c100bde4a2f228fd1f67ff65f50b3fa052145345f66	uz	grammar-or-spelling
yerni o‘zlaridan ko‘ra yaxshi tushunmaydigan ba’zi hamqishloqlarining «batrak»lariga aylanishni istashmaydi.	4c09729dbc660d68e764394229dcaef875825de4353d60fb701600791261a97c	uz	grammar-or-spelling
Muborizdur marazu mikroʻb ila, butun illat-la	4247498349d0da1804bc4cfced5244a2b44c98dc9c36ce7c7f3057c1e4d79901	uz	grammar-or-spelling
birovga.	4c0ff4b765a7b88cca586770d0c1d7bf8ba8291fdbffe1fd961e8d66cd49bb46	uz	grammar-or-spelling
Navoiy - Belarus kitobxonlari uchun ham g‘oyat mo‘’tabar zotng	4bd0a2781e087f496b806e3ba7286e1b842b1f17813a8baa602dc0f24a435a60	uz	grammar-or-spelling
– qulning mas’uliyati egasining aytganini qilish bilan cheklanadi.	4b6dba8d4cf4527e35af4b69b67a5906d908ec2c6b1d5e4ed91c41f8c54bb242	uz	grammar-or-spelling
ko‘katchini ilgari o‘z shiorini e’lon qilishga majbur qilgan “sharoitlar” asosida	4bb014eb4d7102687b88359308fcb34d649c4410a10399dfee5ce5c7359a9ca2	uz	grammar-or-spelling
unga teskari o‘girilishi, uni noto‘g‘ri tushunishi, o‘rinsiz javob qaytarishi mumkin.	4a4edbd3ea7de6cdf4ad9069958e12b62a5dde9221e8596d4775bc8ef9b6f8b0	uz	grammar-or-spelling
inson huquqlari ma’lum miqdorda ro‘yobga chiqqan mamlakatlar bor.	4c0d4b9cea6a3afff31ebc8682f635c28469cc371320766bfcae4af56449f0a0	uz	grammar-or-spelling
tuqqach doimiy ravishda bolasi bilan aloqada bo‘lishga harakat qiladi.	4c2889cfef8b0f2633b52ad6b2ce1e70109ee518e84211bd67a34af7c5983145	uz	grammar-or-spelling
aloqasi bo‘lmagan jabhalar tomonidan doimiy va tobora ortib borayotgan	4b8350d0589158ee85657732b4fdeba375bf5f9bf574bfa3071b33d3761b62a4	uz	grammar-or-spelling
— Xuligan ketdi, xuligan!	4746cac73fbfc9a2bc5f2cfd64701b63275908f3d42fbcd127b837dcf8ebfb0b	uz	grammar-or-spelling
o`quv-pedagogik va ilmiy-metodik rahbarlikni amalga oshiradi.	4b7f0d0a410671935384581b80d2cb437399af65fb032c2f9c531df182e59760	uz	grammar-or-spelling
ko’maylik.	4c05eb051fa886b967911908d35d99e9577ef0956083bf14e722ffb7c1694e82	uz	grammar-or-spelling
Azizam, bu Shtraus-ku	4bdaf7d51a36a70e44883bd66b5fb2a362581ca388b289ac468a0eb66f144cdb	uz	grammar-or-spelling
Xorazm viloyatining Yangiariq va Qo‘shko‘pir tumanlari. Aynan «vatansiz».	482f02c5ab4a5eac929fa9ea86d58970784de9ce0559ea9ecbadba6bc62854e5	uz	offensive-language
ushlangan shaxs bergan ko‘rsatuvlardan jinoyat ishiga doir dalillar sifatida	4cc81cc5dc536abf6f6bd6cd8b2540063c9bd21373911a07c0e77a78bd6188a4	uz	grammar-or-spelling
Tonirovkani bekor qivorsayam bo‘lorasidi.	49e2dc9009383b7d09764646907655dbee49921a1b72b3edf4e99199f2218573	uz	grammar-or-spelling
Ilon Mask boyligining asosiy qismini Tesla’dagiyigirma birfoizli ulushi tashkil etadi	4cbcd0bbbbfeeb05b9fe710c2ae4584431bbab2fb1817d170f6291939d17c201	uz	grammar-or-spelling
qadrsizlik, nomussizliklarning aksariyati ma’noviy mag’lubiyatning hosilasidir.	4887eba59b689a49812e5436995f7521178dbe07bbd57698caabc370ca269562	uz	grammar-or-spelling
Qanchalik qattiq urishganda harakatni davom ettira olishingda.	45203b566fa146623f5abbcfb7b66cdddab494bfd3394878424ebbe2cac57ee7	uz	grammar-or-spelling
U o‘zining Hisun-Qayfa mamluklari bilan aysh-ishratga, nahs ishlarga berildi	4cfd5450cb6db7d43107d4faddeadcc91b9b1115cd148625c1be24af8b1b5bbb	uz	grammar-or-spelling
Lek odatga qarshi ne ham	4ab5ad73288552b6f583297f97ddea7e0d4922711ba7800d30f84f8d1a69f79f	uz	grammar-or-spelling
va bir paytlar: “So’zlaringiz shalvirab, misralar bo’shashib turadi” deb	4d508a29f6c39f40a0e61052ed4c906bd99ccdfe99f982212394c89d00e00866	uz	grammar-or-spelling
"deya qarshilashdi va bir haftadan keyin rozi bo'lishdi."	4d0bc1c566ae6a1ae150c600c287ede5d4fdbaeea83b975798f55b5e330a1fc7	uz	grammar-or-spelling
Ko’raman maftunkor sohilni	4baad4e58e3bd133d02e525aebe0d19fa6e8be52b5c259b5691c44214626c943	uz	grammar-or-spelling
Toshkentlik muxlisi, fargʻonalik kishisi demaymiz-ku	4b9a63174b0b032e1dd3ae4bda3c2d00cecf9bb4b8050244d49990a177f5dc36	uz	grammar-or-spelling
Kursi qandaydir ovro`palikka qarashli Iokogamadagi mehmonxonaga atalgandi	3e5bee96fcaaee0d590bf5ae00726b1f94ddc7d2d19b80e4cfd5263fe928f69b	uz	grammar-or-spelling
"Pojtaxtimizdagi Turkiston "" tibbiyot xodimlari sarlavhasi, ularning munosabatlarini bilishni talab qiladi, Prezidentimizning ta'birini eshitamiz"	42950536f87cf1a79276ec64be474f9ce3a02e14e87af9b012df69079629d463	uz	grammar-or-spelling
"Lekin onasining bir yil bo'lsa ham o'qituvchilik qilib ismingni"	4d3c1552c61708b158dc51a3001116cf1c9558f224ed8b5d0e444e5641548f3c	uz	grammar-or-spelling
Facebook o‘chirilsinmi? Time jurnali o‘z muqovasiga Sukerbergning suratini shunday savol bilan joyladi	48eb7ed37a2b3cb4e07a0966b3a5641f6f6d5f1740fbca3654f0860f77c07c5f	uz	grammar-or-spelling
Bayot – q., Buxoro viloyati Qorakul tumani.	4cec0917190d88551d01b6fa5c938cf494027dea0c5e450856da5cdc7cfa17e4	uz	grammar-or-spelling
Berdimamat “Yana qanday “karomat” ko’rsatibman?” degan xayolda tashvishga tushdi. Xotiniga taajjublanib qaradi.	4d0e5751ba511a80d77710f25dd6116f3e5697b9cd36f1c7b21679e1375d6a56	uz	grammar-or-spelling
Lekin qoq ko‘kragida bor.	4be0756569a9a16c7c11330fadcc3ca435cc88dcb954d28253b11a66f8b2ceee	uz	grammar-or-spelling
Bundan kayfiyatim ochilib, endi mushukchalarni qitiqlab-piypalab erkalata ketdim	4d532109cf4b1952fd38ab12106399d9bb9a84c4e72c30826757f204c8ca513f	uz	grammar-or-spelling
Shuning ucun, ningizning inciirinci qilajagan ishlarimiz, qaroshqaruv narxlari erkinlashtirish	4d948c3ff6fd46c824d7c099fff4cec1f2ab34da9cdd3772e7477634066ce033	uz	different-language
Lekin byudjet Erga kўzing kўk ʙўlmagani Gozel seni tўxtatişadi	3bc3a7d33a3be9a49dea7909a1071b3dc5340503adf817680f386241c8373d30	uz	different-language
Koʻp narsalarni aytolmay qoldim deb qoʻrqaman	4e494b17d7d69621b5485bf369967a2ef9388916158bc210aaebde4c022c0672	uz	offensive-language
Koʻp narsalarni aytolmay qoldim deb qoʻrqaman	4e494b17d7d69621b5485bf369967a2ef9388916158bc210aaebde4c022c0672	uz	grammar-or-spelling
Koʻp narsalarni aytolmay qoldim deb qoʻrqaman	4e494b17d7d69621b5485bf369967a2ef9388916158bc210aaebde4c022c0672	uz	different-language
Koʻp narsalarni aytolmay qoldim deb qoʻrqaman	4e494b17d7d69621b5485bf369967a2ef9388916158bc210aaebde4c022c0672	uz	difficult-pronounce
Yo`q, hali mo`jiza ro`y bergani yo`q	4d6570797915e525d0a145b0f481df7469975109ec21b1011908df99290b97fb	uz	offensive-language
Yo`q, hali mo`jiza ro`y bergani yo`q	4d6570797915e525d0a145b0f481df7469975109ec21b1011908df99290b97fb	uz	grammar-or-spelling
"Umid qiliʙ qolamiz, Andy sajlanadigan deputatlarimiz vazirlarga qilişmajdi so'rab..."	3d12e7c379ab59c9d75765d70626f5108185743c2a63f46b1d7c0bed216184be	uz	grammar-or-spelling
Русский	3d54e8335aa75282eb36f2c860c851b40b9f26f480e9cf1f3f7c55ce29311d69	uz	different-language
Xitoy olimlari Xitoy g‘or ko‘rshapalaklarida topilgan tabiiy virusning «asosi»ni olib	4d008dc4aa711562c7abd3e55c9cbcc942c4f4e0947b1129218300cde13b3124	uz	grammar-or-spelling
Taom berarmikan, deb savol so‘ragan inson	4e3e0fe067a33f733ea5c752dd0e232f4f894696cfbc50e59231310bd363a001	uz	grammar-or-spelling
beqasam yoki atlas	4ee71ea0e38dd1e5a3c4ba97ed6f938178edfe2be4739c11bb1a426d3e1373f7	uz	grammar-or-spelling
yangi maktabgacha ta’lim muassasalari tashkil etish biz uchun dolzarb vazifa hisoblanadi.	4e0bcb0b1715b54cf8aa90d5cca75dd64987f9080028abc8b41d019613c728d0	uz	grammar-or-spelling
— Ichkarida... otam yotibdi. Gigiena deganday, gigiena...	4eacfa20d36de35e03159140ad3d17e83f21ad27942497a323be8c9936d21d1c	uz	grammar-or-spelling
Union ƶoziʙadorligi vs tahdidlar	44df49a55ab62b623847186339736ce7a0101ea76ff8ea01255de647cb19eb0d	uz	offensive-language
